text,class
"I can't give you the answer, and I don't know if the instructors will. However, that may happen, so I suggest you just wait for people to move on the subject. Cheers",instructor
"Anon, please try and not breach the honor code by providing solutions to the graded programming assignments. It's OK to post code that you know don't work It's OK to hint to an answer It's not OK to post working code It's not OK to deliver correct answers outright. Thanks.",instructor
"Also, you should use an other variable as your accumulator, or else you will have nothing to loop over after doing the Assignment Anon suggested. Also, you don't have to rewrite the code to check what character you're looping over and get its complement, you can just reuse the function get_complement. Cheers ",instructor
Are lower case 'atcg' valid characters for nucleotides? No they are not.,instructor
"Is a nucleotide sequence of zero length considered valid?Yes, yes it is.",instructor
"Why does the autograder says All=8; Errors=8; Failures=0; Successes=0; Warnings=0? My code was working before!  The reason for that is probably that the last time you modified your code, you introduced a Syntax Error somewhere in the file.When that happens the autograder cannot use the file at all and therefore all the tests are showing as ""failure"".Try and run your file as a module in IDLE, if there is a SyntaxError somewhere, it won't run and IDLE should highlight the source of the problem. ",instructor
Why does the autograder says 'False' is not false? You are probably returning the string 'False' instead of the value False. Try removing the quotes. Same thing for 'True' is not true.,instructor
"Manu I have edited your post because with the answers below, it became too close to providing the answer for the assignment. Please be mindful of not breaching the honor code. Cheers",instructor
"Yeah, you can't have a return outside of a function body. What you can do however is evaluate the function call: >>> def sum(lhs, rhs):... return lhs + rhs... >>> n_1 = 6>>> n_2 = 7>>> sum(n_1, n_2)13Take a look at the course wiki. (link on the left hand side menu), there's some additional exercises there)",instructor
"Oliver and Robert, please be careful not to post working code as it violates the honor code. I'm editing your posts to remove the code. Xiaosu, thanks for backtracking, but please be careful as well.",instructor
"Stephen, I've edited your post because it violated the honor code. Please be careful not to post working code.",instructor
Anon. I've edited your post because it was violating the honor code. Be careful not to do that again.,instructor
"The number of columns is equal to the length of a row in the board.The expression len(board) does not produces the length of a row, but the number of rows in the board.Cheers ",instructor
"If you consult the detailed feedback, the autograder should provide you with the line number where this error occurred in your file.",instructor
You are confusing the meaning of the ticks and X marks the grader uses for feedback. Green tick: You correctly chose / not chose the optionRed X: You incorrectly chose / not chose the option,instructor
"You are using Python 2, not Python 3.",instructor
